delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,classification,Theta_LowAlpha_Ratio,Theta_HighAlpha_Ratio,Delta_Theta_Ratio,Total_Alpha,Total_Beta,Total_Gamma,High_Low_Alpha_Diff,High_Low_Beta_Diff,High_Low_Gamma_Diff
610642,224467,80249,19212,80249,10371,10249,599877,1,2.80,11.68,2.72,99461,90620,610126,-61037,-69878,589628
707021,140776,80111,35539,80111,44120,27541,20064,0,1.76,3.96,5.02,115650,124231,47605,-44572,-35991,-7477
3802,32295,79728,13955,79728,10578,4934,103362,1,0.41,2.31,0.12,93683,90306,108296,-65773,-69150,98428
1677515,151939,79580,74555,79580,17745,2459,290887,0,1.91,2.04,11.04,154135,97325,293346,-5025,-61835,288428
801213,188922,79309,39947,79309,11149,6630,815955,1,2.38,4.73,4.24,119256,90458,822585,-39362,-68160,809325
5581,21107,79010,10135,79010,9745,9185,40051,1,0.27,2.08,0.26,89145,88755,49236,-68875,-69265,30866
889554,317826,37759,90469,78901,52625,7379,641444,0,8.42,3.51,2.80,128228,131526,648823,52710,-26276,634065
807006,103562,78782,17763,78782,77790,2409,880704,0,1.31,5.83,7.79,96545,156572,883113,-61019,-992,878295
1168691,136369,78635,9905,78635,45621,14459,19294,1,1.73,13.77,8.57,88540,124256,33753,-68730,-33014,4835
768772,112540,78425,22467,78425,34164,2679,511337,0,1.44,5.01,6.83,100892,112589,514016,-55958,-44261,508658
566067,192405,78326,23266,78326,36228,6868,48596,0,2.46,8.27,2.94,101592,114554,55464,-55060,-42098,41728
7558,65821,78284,9542,78284,30525,3406,46111,1,0.84,6.90,0.11,87826,108809,49517,-68742,-47759,42705
1058339,117892,78062,23730,78062,18370,9872,9777,0,1.51,4.97,8.98,101792,96432,19649,-54332,-59692,-95
3529,116866,77807,13801,77807,24910,5225,21419,1,1.50,8.47,0.03,91608,102717,26644,-64006,-52897,16194
132911,141577,77585,9334,77585,12042,5502,6489,0,1.82,15.17,0.94,86919,89627,11991,-68251,-65543,987
11922,8045,77417,5173,77417,6569,1726,68794,1,0.10,1.56,1.48,82590,83986,70520,-72244,-70848,67068
4118,21392,77327,29213,77327,6688,2894,56992,1,0.28,0.73,0.19,106540,84015,59886,-48114,-70639,54098
1036940,432208,77266,107887,77266,37600,13448,97132,0,5.59,4.01,2.40,185153,114866,110580,30621,-39666,83684
1559013,103626,157937,99359,77218,151176,263342,151788,0,0.66,1.04,15.04,257296,228394,415130,-58578,73958,-111554
189040,345560,77182,61226,77182,54046,1637,586609,1,4.48,5.64,0.55,138408,131228,588246,-15956,-23136,584972
1514065,1080900,77121,287498,77121,109756,40429,1050223,0,14.02,3.76,1.40,364619,186877,1090652,210377,32635,1009794
14941,14696,77020,36171,77020,12903,13815,42397,1,0.19,0.41,1.02,113191,89923,56212,-40849,-64117,28582
965573,384770,76898,48912,76898,21393,8395,8596,0,5.00,7.87,2.51,125810,98291,16991,-27986,-55505,201
1246220,184181,76747,35100,76747,6006,6365,481498,0,2.40,5.25,6.77,111847,82753,487863,-41647,-70741,475133
2521943,515418,32155,62480,76469,21549,15002,546856,0,16.03,8.25,4.89,94635,98018,561858,30325,-54920,531854
343048,259337,36246,77777,76358,54462,46414,267146,0,7.15,3.33,1.32,114023,130820,313560,41531,-21896,220732
321162,204412,76069,17956,76069,19378,17350,10531,0,2.69,11.38,1.57,94025,95447,27881,-58113,-56691,-6819
10031,103303,76020,9629,76020,8588,11840,31526,1,1.36,10.73,0.10,85649,84608,43366,-66391,-67432,19686
527215,113473,75898,91526,75898,28969,16122,73518,0,1.50,1.24,4.65,167424,104867,89640,15628,-46929,57396
899843,248147,75817,64355,75817,83884,49482,23674,1,3.27,3.86,3.63,140172,159701,73156,-11462,8067,-25808
222223,73224,75791,136502,75791,44288,9798,2981,0,0.97,0.54,3.03,212293,120079,12779,60711,-31503,-6817
1208559,85136,75144,26340,75144,39489,69927,586636,1,1.13,3.23,14.20,101484,114633,656563,-48804,-35655,516709
1998893,101915,75097,55911,75097,34633,9167,406306,0,1.36,1.82,19.61,131008,109730,415473,-19186,-40464,397139
13870,39009,75029,11552,75029,14329,4930,163096,1,0.52,3.38,0.36,86581,89358,168026,-63477,-60700,158166
1012488,257538,35364,28211,74894,41128,12076,373977,0,7.28,9.13,3.93,63575,116022,386053,-7153,-33766,361901
9771,20338,74558,23928,74558,29817,3923,36254,1,0.27,0.85,0.48,98486,104375,40177,-50630,-44741,32331
2005792,27562,74515,68756,74515,9471,14899,6745,0,0.37,0.40,72.77,143271,83986,21644,-5759,-65044,-8154
1155427,168069,74410,68123,74410,23422,2790,557392,1,2.26,2.47,6.87,142533,97832,560182,-6287,-50988,554602
850703,111511,74344,36671,74344,7043,5642,7773,0,1.50,3.04,7.63,111015,81387,13415,-37673,-67301,2131
921630,83978,74218,27329,74218,9187,2068,3590,0,1.13,3.07,10.97,101547,83405,5658,-46889,-65031,1522
772698,45786,74190,130231,74190,32219,8069,626706,0,0.62,0.35,16.88,204421,106409,634775,56041,-41971,618637
1370049,351330,73851,28456,73851,14462,14107,128532,0,4.76,12.35,3.90,102307,88313,142639,-45395,-59389,114425
856745,102618,73511,89270,73511,29820,4192,457381,0,1.40,1.15,8.35,162781,103331,461573,15759,-43691,453189
419263,105921,73261,48138,73261,181737,85768,51489,0,1.45,2.20,3.96,121399,254998,137257,-25123,108476,-34279
1545641,161219,21817,38578,73199,7570,2904,289404,0,7.39,4.18,9.59,60395,80769,292308,16761,-65629,286500
609876,818047,73122,104131,73122,78100,35344,9053,0,11.19,7.86,0.75,177253,151222,44397,31009,4978,-26291
3302469,841382,72110,25301,72110,23963,13573,643910,1,11.67,33.25,3.93,97411,96073,657483,-46809,-48147,630337
248982,170995,72091,8590,72091,15888,2627,269303,0,2.37,19.91,1.46,80681,87979,271930,-63501,-56203,266676
1091751,121321,71975,16823,71975,14435,6799,647399,1,1.69,7.21,9.00,88798,86410,654198,-55152,-57540,640600
6415,70713,71973,6855,71973,13711,14892,21979,1,0.98,10.32,0.09,78828,85684,36871,-65118,-58262,7087
394673,1217387,94905,23862,71823,50388,47778,425325,0,12.83,51.02,0.32,118767,122211,473103,-71043,-21435,377547
1081205,162328,71800,116068,71800,77410,13836,470103,0,2.26,1.40,6.66,187868,149210,483939,44268,5610,456267
732942,266080,71674,16490,71674,9080,8223,602221,0,3.71,16.14,2.75,88164,80754,610444,-55184,-62594,593998
7627,24483,71541,18589,71541,6949,7223,146124,1,0.34,1.32,0.31,90130,78490,153347,-52952,-64592,138901
2054588,240086,71457,66085,71457,24981,35332,28672,0,3.36,3.63,8.56,137542,96438,64004,-5372,-46476,-6660
561489,107080,71250,14245,71250,17778,5953,557327,0,1.50,7.52,5.24,85495,89028,563280,-57005,-53472,551374
566348,134549,71178,23642,71178,14113,23916,124210,0,1.89,5.69,4.21,94820,85291,148126,-47536,-57065,100294
440506,98823,70906,74565,70906,68856,18672,14946,0,1.39,1.33,4.46,145471,139762,33618,3659,-2050,-3726
1783768,225404,70651,81078,70651,13544,24172,5822,0,3.19,2.78,7.91,151729,84195,29994,10427,-57107,-18350
135874,89967,70613,8927,70613,50187,3425,540680,1,1.27,10.08,1.51,79540,120800,544105,-61686,-20426,537255
1255429,27302,70441,18872,70441,11445,5049,638667,1,0.39,1.45,45.98,89313,81886,643716,-51569,-58996,633618
1612151,1788829,148743,154175,70041,98273,9355,1676943,0,12.03,11.60,0.90,302918,168314,1686298,5432,28232,1667588
1364915,145565,69996,91408,69996,54465,16639,521964,1,2.08,1.59,9.38,161404,124461,538603,21412,-15531,505325
2100629,279930,69984,88491,69984,42107,45718,10603,0,4.00,3.16,7.50,158475,112091,56321,18507,-27877,-35115
1949896,654161,69911,127208,69911,11815,5617,901338,1,9.36,5.14,2.98,197119,81726,906955,57297,-58096,895721
239964,177820,69656,3344,69656,28771,15888,766587,1,2.55,53.18,1.35,73000,98427,782475,-66312,-40885,750699
2196787,439476,119784,33794,69600,58569,8329,1777383,0,3.67,13.00,5.00,153578,128169,1785712,-85990,-11031,1769054
1193010,23962,69392,16648,69392,40083,23291,22866,1,0.35,1.44,49.79,86040,109475,46157,-52744,-29309,-425
40242,38834,69221,38614,69221,32335,21667,20143,1,0.56,1.01,1.04,107835,101556,41810,-30607,-36886,-1524
11625,46479,69067,9707,69067,10828,7204,88400,1,0.67,4.79,0.25,78774,79895,95604,-59360,-58239,81196
707996,92337,69038,38445,69038,26807,1616,542733,0,1.34,2.40,7.67,107483,95845,544349,-30593,-42231,541117
1604333,302066,69014,78997,69014,22840,8660,84359,1,4.38,3.82,5.31,148011,91854,93019,9983,-46174,75699
155250,44705,68930,18211,68930,6704,3538,3379,0,0.65,2.45,3.47,87141,75634,6917,-50719,-62226,-159
133395,40377,68837,4600,68837,14055,6792,6261,1,0.59,8.78,3.30,73437,82892,13053,-64237,-54782,-531
326021,647647,68501,28191,68501,19181,3287,523932,1,9.45,22.97,0.50,96692,87682,527219,-40310,-49320,520645
1914795,263539,68495,34160,68495,11588,6760,325769,0,3.85,7.71,7.27,102655,80083,332529,-34335,-56907,319009
8367,27887,68267,20074,68267,16398,22133,38031,1,0.41,1.39,0.30,88341,84665,60164,-48193,-51869,15898
1834108,70522,68217,54805,68217,15094,3280,480109,0,1.03,1.29,26.01,123022,83311,483389,-13412,-53123,476829
4632,18523,68207,12235,68207,18903,1431,41570,1,0.27,1.51,0.25,80442,87110,43001,-55972,-49304,40139
534312,78775,68120,15326,68120,7347,3183,1314,0,1.16,5.14,6.78,83446,75467,4497,-52794,-60773,-1869
5924,28115,68049,8315,68049,19180,11272,34838,1,0.41,3.38,0.21,76364,87229,46110,-59734,-48869,23566
3009653,138477,67970,20332,67970,12875,11245,14855,1,2.04,6.81,21.73,88302,80845,26100,-47638,-55095,3610
3381199,164229,67887,15846,67887,10001,5317,5686,1,2.42,10.36,20.59,83733,77888,11003,-52041,-57886,369
180640,65819,67859,47375,67859,15603,11448,57217,0,0.97,1.39,2.74,115234,83462,68665,-20484,-52256,45769
93370,112488,67593,30165,67593,17446,5733,582880,1,1.66,3.73,0.83,97758,85039,588613,-37428,-50147,577147
37028,142454,67498,19412,67498,17068,23198,8525,0,2.11,7.34,0.26,86910,84566,31723,-48086,-50430,-14673
503040,362740,67053,44160,67053,39414,18793,6512,0,5.41,8.21,1.39,111213,106467,25305,-22893,-27639,-12281
162310,116452,66796,30538,66796,24542,22730,16857,0,1.74,3.81,1.39,97334,91338,39587,-36258,-42254,-5873
23237,36306,66783,10767,66783,7619,3730,105265,0,0.54,3.37,0.64,77550,74402,108995,-56016,-59164,101535
2879860,78883,66472,49164,66472,19486,18325,525506,1,1.19,1.60,36.51,115636,85958,543831,-17308,-46986,507181
430991,144807,66387,9742,66387,13590,7906,560368,1,2.18,14.86,2.98,76129,79977,568274,-56645,-52797,552462
979507,98463,66383,32500,66383,10471,13934,30426,1,1.48,3.03,9.95,98883,76854,44360,-33883,-55912,16492
802022,300343,66198,109640,66198,23456,4493,10119,0,4.54,2.74,2.67,175838,89654,14612,43442,-42742,5626
539228,1067014,83601,30858,66191,54903,3238,1133197,0,12.76,34.58,0.51,114459,121094,1136435,-52743,-11288,1129959
2456375,191032,66140,24749,66140,25269,12163,21295,1,2.89,7.72,12.86,90889,91409,33458,-41391,-40871,9132
1450720,412931,32509,13422,65978,11326,8740,775783,0,12.70,30.77,3.51,45931,77304,784523,-19087,-54652,767043
1008708,44474,65958,50538,65958,11267,6555,353975,0,0.67,0.88,22.68,116496,77225,360530,-15420,-54691,347420
752406,106563,65493,26204,65493,33867,21861,99322,1,1.63,4.07,7.06,91697,99360,121183,-39289,-31626,77461
1011613,178813,44746,68506,65335,36103,23815,136854,0,4.00,2.61,5.66,113252,101438,160669,23760,-29232,113039
988941,226582,65274,19471,65274,40480,8883,491756,0,3.47,11.64,4.36,84745,105754,500639,-45803,-24794,482873
6573,13295,65143,25702,65143,26856,15702,20525,1,0.20,0.52,0.49,90845,91999,36227,-39441,-38287,4823
187389,123783,39838,32915,64486,6136,2426,379313,0,3.11,3.76,1.51,72753,70622,381739,-6923,-58350,376887
294064,67057,64454,28861,64454,23571,5449,13458,1,1.04,2.32,4.39,93315,88025,18907,-35593,-40883,8009
3258357,870979,64216,346275,64216,249351,68141,877848,0,13.56,2.52,3.74,410491,313567,945989,282059,185135,809707
89970,61856,64011,14066,64011,11634,4973,631428,1,0.97,4.40,1.45,78077,75645,636401,-49945,-52377,626455
606712,243805,63971,81950,63971,14467,12619,96579,0,3.81,2.98,2.49,145921,78438,109198,17979,-49504,83960
1800567,586107,113291,132738,63873,88377,6201,1985705,0,5.17,4.42,3.07,246029,152250,1991906,19447,24504,1979504
2263654,28756,63858,29319,63858,22082,3916,379292,0,0.45,0.98,78.72,93177,85940,383208,-34539,-41776,375376
185084,543444,63851,49294,63851,62367,38718,27812,0,8.51,11.02,0.34,113145,126218,66530,-14557,-1484,-10906
2091016,514152,156172,103592,63728,43341,12754,1031341,0,3.29,4.96,4.07,259764,107069,1044095,-52580,-20387,1018587
1175124,58878,63677,38922,63677,11030,4906,5278,0,0.92,1.51,19.96,102599,74707,10184,-24755,-52647,372
1715196,224422,63583,31827,63583,26046,20894,17342,0,3.53,7.05,7.64,95410,89629,38236,-31756,-37537,-3552
453877,334065,63468,30924,63468,34255,34070,26857,1,5.26,10.80,1.36,94392,97723,60927,-32544,-29213,-7213
349245,182460,37775,35580,63419,8776,3578,273975,0,4.83,5.13,1.91,73355,72195,277553,-2195,-54643,270397
837665,1002327,63266,82654,63266,114814,90937,76671,0,15.84,12.13,0.84,145920,178080,167608,19388,51548,-14266
67393,138749,63169,43224,63169,38780,7491,73058,0,2.20,3.21,0.49,106393,101949,80549,-19945,-24389,65567
445956,140370,62832,44638,62832,9260,10130,104204,0,2.23,3.14,3.18,107470,72092,114334,-18194,-53572,94074
1124565,395150,62796,125024,62796,62519,55252,270311,0,6.29,3.16,2.85,187820,125315,325563,62228,-277,215059
1990203,443253,99019,89772,62701,46549,5557,1662015,0,4.48,4.94,4.49,188791,109250,1667572,-9247,-16152,1656458
648352,68726,62579,37766,62579,9627,8944,642043,1,1.10,1.82,9.43,100345,72206,650987,-24813,-52952,633099
998238,679004,62504,92149,62504,54265,21966,417844,0,10.86,7.37,1.47,154653,116769,439810,29645,-8239,395878
427017,262229,62326,49406,62326,19779,12966,4820,0,4.21,5.31,1.63,111732,82105,17786,-12920,-42547,-8146
1103901,366902,62057,119564,62057,194213,192046,271789,1,5.91,3.07,3.01,181621,256270,463835,57507,132156,79743
834225,616911,60120,74419,61899,46526,9143,1615958,0,10.26,8.29,1.35,134539,108425,1625101,14299,-15373,1606815
32872,30159,61770,2900,61770,17676,18102,31296,1,0.49,10.40,1.09,64670,79446,49398,-58870,-44094,13194
2489126,181668,61708,19828,61708,7034,6861,3170,0,2.94,9.16,13.70,81536,68742,10031,-41880,-54674,-3691
274522,192627,61525,32049,61525,8291,13507,8266,0,3.13,6.01,1.43,93574,69816,21773,-29476,-53234,-5241
1776964,248778,61497,294187,61497,53431,82672,53319,1,4.05,0.85,7.14,355684,114928,135991,232690,-8066,-29353
1326239,465070,61455,46485,61455,37585,2698,690983,0,7.57,10.00,2.85,107940,99040,693681,-14970,-23870,688285
451811,727599,61127,41050,61127,17580,6047,694246,1,11.90,17.72,0.62,102177,78707,700293,-20077,-43547,688199
913997,577332,66642,119866,61071,77881,3223,1929615,0,8.66,4.82,1.58,186508,138952,1932838,53224,16810,1926392
3548,88775,61008,7382,61008,16829,7647,154498,1,1.46,12.03,0.04,68390,77837,162145,-53626,-44179,146851
882252,162651,60931,29498,60931,11741,4336,571816,0,2.67,5.51,5.42,90429,72672,576152,-31433,-49190,567480
207036,51971,60873,7618,60873,8118,4650,105150,0,0.85,6.82,3.98,68491,68991,109800,-53255,-52755,100500
6433,5004,60855,14180,60855,25818,21482,45870,1,0.08,0.35,1.29,75035,86673,67352,-46675,-35037,24388
1141744,447986,22123,385682,60761,33500,8534,826930,0,20.25,1.16,2.55,407805,94261,835464,363559,-27261,818396
846785,41596,60693,49015,60693,40076,49034,39722,0,0.69,0.85,20.36,109708,100769,88756,-11678,-20617,-9312
507258,94866,60619,5599,60619,12916,34386,31360,1,1.56,16.94,5.35,66218,73535,65746,-55020,-47703,-3026
856776,174275,60604,63943,60604,15301,54106,10276,0,2.88,2.73,4.92,124547,75905,64382,3339,-45303,-43830
584655,405312,60470,35477,60470,13502,11950,677233,1,6.70,11.42,1.44,95947,73972,689183,-24993,-46968,665283
1836257,68113,60456,50271,60456,17414,5382,242965,0,1.13,1.35,26.96,110727,77870,248347,-10185,-43042,237583
982665,396717,60268,18953,60268,25820,45509,21793,1,6.58,20.93,2.48,79221,86088,67302,-41315,-34448,-23716
945285,106338,60079,10801,60079,7696,861,241556,1,1.77,9.85,8.89,70880,67775,242417,-49278,-52383,240695
17676,27704,60050,15606,60050,20186,17334,120940,0,0.46,1.78,0.64,75656,80236,138274,-44444,-39864,103606
3199169,481889,60024,77692,60024,25452,58641,28813,1,8.03,6.20,6.64,137716,85476,87454,17668,-34572,-29828
1844502,97880,60000,38558,60000,9085,3011,378642,0,1.63,2.54,18.84,98558,69085,381653,-21442,-50915,375631
696376,162272,59937,42952,59937,6752,5595,4322,0,2.71,3.78,4.29,102889,66689,9917,-16985,-53185,-1273
1790571,1194700,49944,74959,59755,112291,26157,1228361,0,23.92,15.94,1.50,124903,172046,1254518,25015,52536,1202204
1739586,300285,59391,64419,59391,224054,5034,1490707,0,5.06,4.66,5.79,123810,283445,1495741,5028,164663,1485673
815488,124900,59247,17888,59247,23988,4986,339084,0,2.11,6.98,6.53,77135,83235,344070,-41359,-35259,334098
657898,453337,59132,54244,59132,23703,8766,65648,0,7.67,8.36,1.45,113376,82835,74414,-4888,-35429,56882
329948,142369,59130,13451,59130,48622,14574,27888,1,2.41,10.58,2.32,72581,107752,42462,-45679,-10508,13314
787708,173181,59074,8119,59074,3035,1432,224797,1,2.93,21.33,4.55,67193,62109,226229,-50955,-56039,223365
871617,312171,58985,82770,58985,25275,14571,734363,1,5.29,3.77,2.79,141755,84260,748934,23785,-33710,719792
1211599,99117,58831,35912,58831,10154,10503,657466,1,1.68,2.76,12.22,94743,68985,667969,-22919,-48677,646963
248748,426205,119752,31847,58770,59530,33512,223246,0,3.56,13.38,0.58,151599,118300,256758,-87905,760,189734
1236931,1078238,184789,132499,58740,47552,6127,1253522,0,5.83,8.14,1.15,317288,106292,1259649,-52290,-11188,1247395
453749,48668,58599,34188,58599,8715,4084,6645,0,0.83,1.42,9.32,92787,67314,10729,-24411,-49884,2561
809145,448095,13313,33423,58577,20805,9010,81561,0,33.66,13.41,1.81,46736,79382,90571,20110,-37772,72551
748049,95789,58473,129424,58473,24227,28053,26234,1,1.64,0.74,7.81,187897,82700,54287,70951,-34246,-1819
1550143,1134392,133211,92472,58468,34686,29999,533968,0,8.52,12.27,1.37,225683,93154,563967,-40739,-23782,503969
754157,793040,58299,29674,58299,176540,5105,1002863,1,13.60,26.73,0.95,87973,234839,1007968,-28625,118241,997758
362340,30423,58280,28432,58280,25833,8248,83590,0,0.52,1.07,11.91,86712,84113,91838,-29848,-32447,75342
1014501,113655,58184,17463,58184,85393,3302,531092,0,1.95,6.51,8.93,75647,143577,534394,-40721,27209,527790
1665504,170544,58024,36045,58024,9503,9772,275817,0,2.94,4.73,9.77,94069,67527,285589,-21979,-48521,266045
518298,77716,57933,15761,57933,7577,5119,2544,0,1.34,4.93,6.67,73694,65510,7663,-42172,-50356,-2575
20045,30208,57789,12598,57789,6959,2546,64991,1,0.52,2.40,0.66,70387,64748,67537,-45191,-50830,62445
709870,230358,57735,47391,57735,50591,19986,16447,0,3.99,4.86,3.08,105126,108326,36433,-10344,-7144,-3539
523116,98079,57472,4995,57472,38201,3663,553862,1,1.71,19.64,5.33,62467,95673,557525,-52477,-19271,550199
712565,244989,57416,29874,57416,6480,8535,249306,0,4.27,8.20,2.91,87290,63896,257841,-27542,-50936,240771
300753,418198,57399,24053,57399,61310,27327,15261,0,7.29,17.39,0.72,81452,118709,42588,-33346,3911,-12066
850093,132234,57379,28469,57379,6713,2707,4321,0,2.30,4.64,6.43,85848,64092,7028,-28910,-50666,1614
735001,50064,57329,38529,57329,7038,15601,5281,1,0.87,1.30,14.68,95858,64367,20882,-18800,-50291,-10320
607417,857237,57300,5074,57300,18645,15479,9757,1,14.96,168.95,0.71,62374,75945,25236,-52226,-38655,-5722
1916736,246905,81672,32562,57276,24515,19910,426573,0,3.02,7.58,7.76,114234,81791,446483,-49110,-32761,406663
365863,135946,57253,29880,57253,11989,9200,659046,1,2.37,4.55,2.69,87133,69242,668246,-27373,-45264,649846
695351,44794,57223,6792,57223,11091,3310,2389,0,0.78,6.60,15.52,64015,68314,5699,-50431,-46132,-921
403116,69228,57117,10000,57117,1891,834,657,0,1.21,6.92,5.82,67117,59008,1491,-47117,-55226,-177
439291,285643,57007,225892,57007,72109,28037,20438,0,5.01,1.26,1.54,282899,129116,48475,168885,15102,-7599
804097,212987,56954,43645,56954,7509,8388,634925,1,3.74,4.88,3.78,100599,64463,643313,-13309,-49445,626537
359410,241623,56807,22450,56807,86261,98603,64196,0,4.25,10.76,1.49,79257,143068,162799,-34357,29454,-34407
49351,37451,56783,48689,56783,12920,6068,160715,0,0.66,0.77,1.32,105472,69703,166783,-8094,-43863,154647
991978,105185,56777,39146,56777,29184,18652,4658,0,1.85,2.69,9.43,95923,85961,23310,-17631,-27593,-13994
2408733,237623,56769,46114,56769,40091,31320,17956,0,4.19,5.15,10.14,102883,96860,49276,-10655,-16678,-13364
1516203,88566,56667,26285,56667,19189,3049,305730,0,1.56,3.37,17.12,82952,75856,308779,-30382,-37478,302681
492226,293030,56584,118727,56584,51571,816,575538,1,5.18,2.47,1.68,175311,108155,576354,62143,-5013,574722
914549,378842,56533,224048,56533,43547,107919,206602,0,6.70,1.69,2.41,280581,100080,314521,167515,-12986,98683
12525,37214,56463,88909,56463,12139,5381,112511,1,0.66,0.42,0.34,145372,68602,117892,32446,-44324,107130
102913,46477,56422,58879,56422,11771,4407,2812,0,0.82,0.79,2.21,115301,68193,7219,2457,-44651,-1595
